"11","wtyler@yahoo.com","scrypt:32768:8:1$lBOwMRG2PzdOCqsX$525307b5da3f2cee208ef095bd8e0c506fc2150d98613e82f882a5ef08e0fe36da2c7418311a551fdaaaf664f2d653171ef09147ef91b36c65517c89fccd1d82","James","Peck","60.7549455","-57.793608"
"12","waltertaylor@yahoo.com","scrypt:32768:8:1$M1Ooi3Eav5bEGhfF$05673146dd9459f66c7b827b0fbe996b4f76f8383bc839ffd42f73dc673870ee3e8a001c1bdf531072f7fe8070ca06c7cc56d643bdbafb5b3787774a18f6f039","Jessica","Martinez","14.908252","-94.430048"
"13","mckinneymelissa@hotmail.com","scrypt:32768:8:1$NLFakvykmCbXuzJz$9ca1ed0e201401e18dfcb6dce4cb4fbccce03205ec9a3decf64fe4de3496e8997d271509453c8ee9a34f4c2c1c530d4005b23735439f43e8a06d647c0dfd2178","Joel","DVM","-79.312363","-98.412961"
"14","yobrien@gmail.com","scrypt:32768:8:1$X5MorURg4n3hnWjr$ddba48fea69691873d68ed1096c83db7527430ab18256772b96abb3b24bc3fe215ff2bbe84ef81b33c47da63e92fb9fd3150d44f12fc61c84647938a42d00f1e","Derrick","Wyatt","-31.5028315","108.023306"
"15","ljohnson@hotmail.com","scrypt:32768:8:1$0WH2R7lJ4H4gRX4t$769f10c160ad3ceab8dff27322e49b2efda48e5fbaa022a1b139aa30debb4f9bc13594229a862a4a0616e82f0244833dbfb66a7590fc750141c124af3f2bc5de","Brittney","Richardson","-32.9462695","19.627668"
"16","danielle55@hotmail.com","scrypt:32768:8:1$bwmZZxPSR8RR22fF$57a6ed2703e2626ccfeba9f6c5cb939a3bd0691f2145e7066dc9d9c3b3612cbc04eddb52b2beaa658103ce8db0d11b89df81cb525ab22696160012d840009a4e","Mrs.","Davis","-30.4031655","-36.378353"
"17","juliecampbell@yahoo.com","scrypt:32768:8:1$g7tYHYtmr0L3On9y$f4112c4d80cb97db05b642d90371610f447a520d9f41eaec99cc51d50eee84f5b8e1442ed0d2f26270e3cb6e352b6c5d95f50404cb345414915fec22ed7f2225","Monica","Anderson","-53.9964525","1.235751"
"18","josephjennifer@hotmail.com","scrypt:32768:8:1$z09zzTdWEVG0HXtZ$344f24afcc9631336d544b4aa80760a436942d76a93aae4b6a9b871962d122b1be714bcdb5156e5b09597e449a666609cb38a3f0858af5ba5e8279855570e9bd","Cory","Wilson","18.5835625","159.619146"
"19","stricklandamanda@gmail.com","scrypt:32768:8:1$DsZVGMRSr3BWoadY$44ed6d09cc402baac4321a3b73722a0965bb4d1c00983deeba593c24571f56620fa56e6764be5239b07cacfc666a18e39b386b96d870c3a1d51ade49995d42bf","Andrea","Campbell","-60.494305","68.785689"
"20","michelle02@gmail.com","scrypt:32768:8:1$33q1932Tt24larYz$256c3f12e402e3aa66727ab30c8d6bc9e2881b3555593db337e036a4154707f9d9e21e354daf10d7142ffe9cceeaec613a79d188ef70aaf45f0aba3d893761f7","Tracy","Simon","76.140314","-85.673046"
"21","alexander84@yahoo.com","scrypt:32768:8:1$HyWzkfcwsON0zBxV$cf80253e02c8ad3a361a149fa916191b6cc49d67709e6e0c89fb0b1aaa299ee797495e906d308014b4953403df2f63e3cf08ecbdc5dc175855babead25f96b3c","Sean","Carrillo","48.224123","104.144100"
"22","carltorres@gmail.com","scrypt:32768:8:1$adshXyNZKL6op3bU$84dcc90ac37121ea922def349a4098c7f578c26a13af6d48bf23e803d4777bc5fe05e7331e9cd93d107da4bcfe73a832e95e5c785aed325950a4b94ccd60a278","Sherry","Rodgers","1.727120","107.550854"
"23","sclay@gmail.com","scrypt:32768:8:1$vC0AMW1T8XfbewaT$6bb737dd90e701cc4898d86d9a44355b004d48f97628e5119218737f2fa7503dc44be85930f52e213e84a8ff63aca72999691d502134a0300a3dd0ba7a2b571b","Kelli","Collins","87.447592","-30.373918"
"24","fkennedy@hotmail.com","scrypt:32768:8:1$l8TIIAAUeZUgdjV4$b23976181f2fafae02263fcee6c1cb5768a988d7f51d544da51dbec78eaf3fcbfa843ca81e9bd0cc5707da9ad1e17dcf9dc2ede9b084636863f6bf0409ac4f94","Kevin","Campbell","7.6165335","61.092387"
"25","harold64@gmail.com","scrypt:32768:8:1$vR2JDOyCpOIw6gqQ$ad9b0da35004f48df4df58a435363fde5c535142a9c995e5aa264c86f06503b82cc4fa6e08b9d29b0d909490c3e56cc8c516979bd7e6cb505bb5fb6e750171c0","Vanessa","Young","24.390253","-34.117161"
"26","fernandezdonna@yahoo.com","scrypt:32768:8:1$odGaiNfxBQ6uS3AM$c1aa13dd4ba1197a92c4d1d36fcde3d45f37b73b0bdaf23c3617426d92488ae2f470f7c32a6c7c7d2b678980a1c6d9802aa8114d9a2537fefe839b2cc230ddcd","Matthew","Miller","-55.108569","164.734951"
"27","timothy59@gmail.com","scrypt:32768:8:1$BMn4jGfZDEoCYfAz$873fac2fc780dbccc18163e4aa3bd9ee66eb340c30d6db11919170fc4c455a4dcbf3a1a3c9f2be06006025e0f2da487312be54934d41e253864b574b8ed05947","Jason","Sexton","60.8537395","115.493247"
"28","gerald61@yahoo.com","scrypt:32768:8:1$u7vhaJa6a8cn3L1x$0d83c801d10f303be2733237dde257926843759037a685c746096523db945026b58e5b5b891adf15c044ec5148d2bcb484f64263fd4de6ddb5c720034af9bebd","Christopher","Watkins","77.828458","-71.093430"
"29","cmorgan@yahoo.com","scrypt:32768:8:1$hwZSsemncxjG3FfO$433069abbc7105c735e4bd4922721491ba7cbfd8841c51b1d18969c77706629a300b6eab584502b52b1c786b13c45e6033c2fe9464c43e54885d7a8a1e53090f","Nicholas","Collins","-29.399651","155.241427"
"30","jonathancrawford@hotmail.com","scrypt:32768:8:1$BM8YQlYoaFsDCqa0$ab05b75ee977b69e72e560fee2c1c8ccb620ffd0a9ee76a5f5f4d8c172183b036da29a25b22c5b5e862c60a2650f0a8e5e90a14d810e3446bf2073a0276e1b60","Thomas","Clark","-56.115634","100.380437"
"31","amy61@hotmail.com","scrypt:32768:8:1$KBiQamADJC8kXD7Y$f71ba95ffbba4d2ba29fa32db3871691c479151758ad5d7cc6f34c428e6887cafd156bc1277e940c578c0cc823212d37770169e1acfef194e28937bb9c3aa089","Kelsey","Wood","65.1970705","30.492280"
"32","romerokathleen@yahoo.com","scrypt:32768:8:1$Nm3xgy3J2fB5wed9$e0dd50b9dc642d47a49b136b840bb9448b2ffcc780b97b04c5f8a30cd905cd2186cbc6711d94ca3f08c0fa02d789da6bcf7c0a6c4884f64f5a4fd4a4e02b8674","Christine","Harris","5.0506635","-93.384442"
"33","powellchristopher@gmail.com","scrypt:32768:8:1$j4iwyJ5q9VMVAT7K$aa8809036ca56eb0b4ca01593799e8d12e28eee245edababf3bc08db3224879a0404b039312519320ce83ec15987423f5e37ba7c66126a10f8bcc5fada15c46b","Crystal","Jones","26.7460515","-151.205154"
"34","pdavis@yahoo.com","scrypt:32768:8:1$u6cayMQVoCTeoJki$e4160d2868bcce7c22fabfd1118635176f36b5b7d3bcbbe0dc9e3045e28e5a91890f937ddb70955fb8cda18b42e926d9d9f5124c0baaa3afb2a37ded13f5a3c4","Mark","George","-60.0685685","-68.453440"
"35","bmiller@gmail.com","scrypt:32768:8:1$T899vRJwRmbwSVyo$ee1788aa7c42f39662109d441a331b85badc24c6ac0d926ec4d4ec14f3b5d3086f0c3d666729bb2037260ac09beb04dd227a2cc68faaa50416ff3b52d315f9f3","Katie","Donaldson","-86.8739765","15.964567"
"36","ricardotrevino@hotmail.com","scrypt:32768:8:1$r8DWnqbMxQ9lMwTI$584d0e0d274d23851a2ceaad19b0cc751b7d97c8d562930180124cf5a3bd31aaae041e0feb7c5f4e6ce74e21d1326fa8d6ec1c0315c4475a6384154e00c902ff","Lori","Mann","0.689537","-36.240394"
"37","melissa33@gmail.com","scrypt:32768:8:1$j2xdxWwx4FkggDFS$62a2986a8123e946c09850b211590ab0f0e527f613710b49b0b5f5174ded8b7f5cb63cfa9559eb564160185e679038837942f2a49ee0e5a5db5d46d546e4542e","Kendra","Thomas","-74.242768","102.018116"
"38","kevin26@yahoo.com","scrypt:32768:8:1$nHuYHoLm5uNmZl3w$f49ab793108b6bb9535772f79c6c7f20e50ecbfca88038ec9ba562886bea28f7b88b6261fddfef27502f7f94ed5b9fd630d90d219b566f32f388b07357ecc18e","Chelsea","Brown","84.599746","112.083682"
"39","whitakerchristina@gmail.com","scrypt:32768:8:1$mJbJvnC9qTUBXqpr$2aeffa4b73da5789b4b6bd2e4418a79ab02d7b865d84c8f8955d597bf342de6cf730856b52da745d4258807179cdd44a31a1db8e77d0ede1b4f5d7c93f55fd30","Sarah","Davis","44.194580","165.770139"
"40","zharris@gmail.com","scrypt:32768:8:1$SJtmwLe5gTmpeQYv$d840ff1662ac753f022998f4e4f2f2cb0daae0155547ac0ac208a02732386649955d3287b21282bbb5dac86529aaeaa46d28925d61884f0abbb2024f6778cfbb","Karen","Watson","-69.288248","6.633939"
"41","corey81@gmail.com","scrypt:32768:8:1$o8JWzWrToDtFBuHM$3e4da05d28adaecbaac95bdf0bc88bd62e2d6e183e6f670db6a31f301fbae68ea745119dea3e32388d37d200735ac502b730e95af6056080a1190c0816f983b0","Gary","Durham","78.4822165","-57.492795"
"42","matthew61@gmail.com","scrypt:32768:8:1$O9lc4DvJJWjGXemV$7cefb974477ec1c9479855f8239e6941c23ae2f50422a32c1f4fef13d5351158fbd1ecb0b1a03755e08a9a69599a83f941a316b14d0dcfba38c47c7db70a87fb","Mrs.","Payne","85.6393895","-32.160923"
"43","bmartin@hotmail.com","scrypt:32768:8:1$yYRDAFHBMrmg3OtS$7fac785a1fad4223e65070aef5ac14c18866c6801b9235844fc1c6da2adf561b9ecbe832f6b2a05dcb9529fb8db613dbc7af79a12f4f6395ce8513c55371a467","Raymond","Cabrera","59.7912535","-130.683313"
"44","wendyhamilton@hotmail.com","scrypt:32768:8:1$JvrMPHQwDO4KbnJp$e99f332b5858badf6e98923a6932a9a96cdffb329dd712a52d92e8447c90d0221b0ade6c342f42f4795cb9f168c80cc53e0c8067b8091034aaf8e8a06d16822d","Cindy","Martin","-81.5913535","-131.204692"
"45","terrykenneth@gmail.com","scrypt:32768:8:1$DDmwzadsCNkzixg4$c09b6b50b66aa668bbd651c38618c59cc81dbbf82b5b8066e691419fe6fa405c18fe0bbcd16764043f4a36ac9f686538cda664f02dda8b28185b5d8429e8283f","Wendy","Miller","85.1300765","-152.080288"
"46","ssmith@hotmail.com","scrypt:32768:8:1$TZ7AK7XTodkQzgEy$cf73a6d6cdda9df28d737b70feec846bb8f4644eb8bb4b3c4ad1155362677d64da7d6e5316269c6ae586d9112a7ce2c676925ea0e3ef381cc9b683b6e6f2f0bb","Victoria","Perry","-89.670404","17.634926"
"47","jessica35@gmail.com","scrypt:32768:8:1$iXkBSHRb500yf6VW$fe121cf412c3d7da96f1fad536c5662e3b785c31d8e9f121267a33bbcbfeed50b8f3e6c86161a1bdd8eb1833df7ae10add36fd429e801d966f074fc336fdcb18","Samuel","Austin","52.413791","-14.945684"
"48","ptaylor@yahoo.com","scrypt:32768:8:1$iQSvXVlsCr2E9cUT$024907013469c2487a84872935b855e85e19f68b6bb54fea7c6e29b2fda1c110f6650b800f6f5d44fcae0c76971efe04ab9434d79a4698986c481a3db0fff547","Nicholas","Chang","-20.017645","103.020944"
"49","edgar35@yahoo.com","scrypt:32768:8:1$4F0gQslYWvXvrqfH$a3b28eb18f783cb064e8500ad8bd9cfe7393e92dfc1c09dfcf7416b11bd777da934012c729a0246b3ff69d1ffd37d8266546f9a2df2245ce4fee1d2b2e71b42f","Erik","Obrien","-63.683356","130.254298"
"50","diane44@gmail.com","scrypt:32768:8:1$bfuUpT3knqRroVYK$59753d4bf97d2bfebfaf5c1df888cd4a993c420b964dc7ebeff22272345cd812a1c7a6d2e36873ffdbe0588a3545a00ca6789cd7671215aa4ac6d49a8301ad4c","Travis","Oconnell","-80.931875","-10.292333"
"51","duffyrichard@yahoo.com","scrypt:32768:8:1$kQPHvPOmHqLNfsIe$f40989c4779ec3a93ae7036aefc65eead7113e89876dc841bdd44b76a982bf0405f362f017c85793ad645f6870e7dceaedbf4bf149ff6c34bed414c0bd6ee34b","Thomas","Contreras","12.683760","27.926481"
"52","wleonard@hotmail.com","scrypt:32768:8:1$uty9NezKXPDwMnnX$28db60863710151b923ede2efc9f9ab924a2f7d9f0dbbf96bf247e0b9d87b3f5927cd9adbd412d1514cb5efb37c5c824cb6b7e4af014678481dc0f6c86ac98ef","Michael","Lane","58.438011","36.668214"
"53","byrdbrandon@yahoo.com","scrypt:32768:8:1$81Ee4jxLengb5nKt$7594cffaec934524f6e300d769ff2e51a02992fb1906145cecebfd9532b3193f77dbf9c7a3265b91310fe23da517f8263ff7e821e92e5bb503d81d7d105d2534","Sarah","Wolf","-1.3950335","93.993257"
"54","hilljason@hotmail.com","scrypt:32768:8:1$IU9vK4ZcqaQ0ZQ66$f16d7ed38b4894afbc40adba1212ac3942c32769a042e783c2c773d09c04414fab260653f0c3e6fcb77d51f2fd04797e6641abaa78eb5bf0333a6ce7bf5117c5","Sheryl","MD","-54.417321","-88.208904"
"55","thomastammy@yahoo.com","scrypt:32768:8:1$KVNXAIXdbCpB2df5$e7edeaacbfe0ced573b47f61038b48afc3ab17d09f0791f0d56e634baed5c78713e0f9f285fd74137c247b70a22406324e0b42fa79658ca3ccd0af33c22c11f4","Robin","Dorsey","61.3216515","-111.600175"
"56","fgray@hotmail.com","scrypt:32768:8:1$O4UjWFTFLUm4pH5m$de422817ddcae58d28fa2f965ca514b883d95288a5bcd406f1029eaf276ffabec2bfdd137fc9ae500e025d231773a2a4aaaffe5f23b264d7634f3c8314f70c22","Frank","Morales","44.0666115","33.520446"
"57","reynoldsrobert@gmail.com","scrypt:32768:8:1$uP6VmJLyPwV6xcg9$763f6152081d5c800fee2947b9349d64848bf620f60b1dac4aa4ec78d02daa78b5a9b41d9f0a66bed18c5e15c4ed1eca4093d9ad01d26d8bd780d205ef12fd68","Tony","Cooper","39.3705435","33.538945"
"58","richard32@gmail.com","scrypt:32768:8:1$PNflKRjHv6dbBEBl$4fb7b7551f82066e9ef45e74394e7f9176736709af7902fa3e2436bd1a67c0567efff816a6c8d6c9df501e76b65d17e5367c3ad9f9924384aa94cb7292fb2bf5","Nancy","Molina","55.055441","65.354797"
"59","pmann@hotmail.com","scrypt:32768:8:1$VYd0kVPfpddkBMAh$ea87e4f8ca930e50f81b3cd2793dd41533834bd7c25fc1bdb7b450c33502f8eb9cc97830ecc6022103d0f8f7e39654f217052ddd27fe4b5185040cb7594f4821","Tyler","Hill","24.5097275","154.837047"
"60","ogarcia@gmail.com","scrypt:32768:8:1$Wz2bGeDiNJbM7XnB$51d70f951c91c19886a7f6bdbddb7f9bdfb90ce130fa41598f0a2ae083aa0b56a820311f931f8c935b4c97cd8b46810fbb495387e52a5202ae5ac59953ce8e9e","Andrew","Miles","72.803192","148.569723"
"61","billyclark@hotmail.com","scrypt:32768:8:1$s07GQGM4B5OyQPl6$0dc96fb8d0f8f95584c12c052b713ff949a2118a10c3ba623a9efbe672b3a51f388eb2ba712dee55891b1a51cca12b3b63bff461508b151c0535641a8349bf27","Steven","Cannon","-53.8459735","-106.270340"
"62","bdavis@gmail.com","scrypt:32768:8:1$HPkgI6qEThzjUw3R$b7256bf2c2d45b04d9ad3086ec7d9e47f74e09eca4a1b9ca3e1d58fd097c979ce31bd94d02ae6150d6fddb58531460f0d3ae41b52b3a049a1de1072c24a94a95","Christine","Schwartz","72.6703085","22.809319"
"63","andrewbenjamin@gmail.com","scrypt:32768:8:1$DsGgsxLgKVpUcAOj$b9702e2802e113649c9c8ee25b74f773eead3870c9555f403c721d29af26b7ca6f073ab1a9cfd48a75dd9ae41e0320298a17227da6996ac4e3b4609b91cc4cc2","Paula","Morgan","-38.5153105","22.497848"
"64","williamsjennifer@gmail.com","scrypt:32768:8:1$FRQN87h0DAwksM87$9499130e99e486e041d20f707da99ef11c580a963004e86ad303fc5ab14f009a9a2ed14ff63c4cc02861df5398b7c606e2420b68b880a8c2f1935da7b220e157","Brittany","Craig","80.585344","-81.111030"
"65","angela00@gmail.com","scrypt:32768:8:1$tT4KD1DcAqMMfCCz$412b649b8366837aae8cdbd016e3d4f9313abb1adac43338eb27cfead23217e2097924705c7a0ef72d4fcd8f7e4867c8e55d505b88d545d806d9b9511d72644f","Brandon","Rogers","-32.3009575","-91.401972"
"66","richardsonaudrey@gmail.com","scrypt:32768:8:1$JcZenbGw6KDRaGBI$d1c92d98edc1977b297caf3b6822ed5e3e72321af9f4f1f5a11879a5d96a9d6ef3ede601ce284fe1a4ecb67be5113e6e2f1c99651ad9c55e46a24ead5f6c59ce","Shannon","Hayes","35.291536","18.411027"
"67","livingstonrobert@gmail.com","scrypt:32768:8:1$2ZUdT8FJtRX0sdev$dd0da701b359f893f1c9496221d623037b3211fc9af6511f556a44aa97bba8be0a656622da80e32bdf6e7c28bce6aac293f9fd4e95d49b41eafac3e690ec6098","Colton","Jackson","77.1349135","82.558206"
"68","gordonthomas@hotmail.com","scrypt:32768:8:1$vVEJPhz1riIymxQM$b0dabafe2b4a8d984db19cc1e00d2931abd6cb33497b2277ee22c329603d407db85987699b51214405fd9bc259f0aa65941d79a05085c97e4a546bbb57cd3fb0","Rebecca","Conner","45.731480","-17.017119"
"69","ujackson@yahoo.com","scrypt:32768:8:1$uTbRUiigeCcCm0bn$2ada747865769af8af785f12df768254cf6546557e13f05424c241d7a1d5b5034241c9c523a2c769b575bd1692dcab83724057deda360fb874fc10c56d1cf82b","Phillip","Welch","-38.1736205","129.682520"
"70","antonio17@gmail.com","scrypt:32768:8:1$XJvGi0Ib992UlDDK$027d8f63c191c909a24607c0636cc6f0b9d83656e952c5d8f2c21ba0b23f100b98d4fcc6b4282179c21682ca64acafb55aede1f6e000e83f236140227c3bbf6a","Mr.","Duran","81.047069","-58.509242"
"71","ccarr@yahoo.com","scrypt:32768:8:1$ZfenY9K69eNx33uU$1f76e14022085ab9c8c1fcad2cef7916b5e2ef3a7c0eef3c272f3ec5cba6aa8dd06721e6bacc88d6881dc4eacf9cd3b6027c4000ca66668af5db4793c0f1573e","Christina","Johnson","-40.7842835","163.233171"
"72","navarrograce@gmail.com","scrypt:32768:8:1$u53TGrh4cN9mnajx$03259a6307db3fbbf856b4248eaa18e61be668fc4811e3acf88bd6a75e5b45dd442d857dbb0eddf7ec973f044c67b05e78b8518379ea48a80f1486253aeffadf","Allison","Young","-59.702036","82.851900"
"73","harrismike@gmail.com","scrypt:32768:8:1$Ms6kzxDS6B3Xp5sN$a35fd7a973c8ad398cb57005e1a1648fd67d69f03929c323f7e0566448000bb893d20721a0ad67959c6c1b2fc8839eedff17e5f9349be9e19c9fcf3d5ce9400a","Patricia","Thomas","58.805417","-64.059284"
"74","fernandezashley@yahoo.com","scrypt:32768:8:1$lPvW6dY0WSF8rQjM$7a8652196328b9cf67b5cc82d280db2b5df396f2b0e90b2924a02c463813dfa502fdc9b3e03224d766512d393d93b3a0e7af91bc0b03212939e6d0e865165bb6","Denise","Wilson","49.1382835","164.610654"
"75","mark34@hotmail.com","scrypt:32768:8:1$vZIpjSoWJyXn1GUT$3d1a7f3a60a61d798ef9df9a4ddb49133b75bfefa4851d9deac528abea9c72f4628757506a81146d5874e58c8954e6d5110f2944f1fd52d8af7bdd4527e7630f","Heidi","Boyd","-17.3363535","153.086121"
"76","franciscoharris@yahoo.com","scrypt:32768:8:1$D87nI5htYzpua72M$df7fc3a4376e24d4787b159d2ec1b0c8621f520aaa75b4d9a6b4239a5c9b78dac6997a60034f6e56c640dad7d0ab3ac969d6c5536e51d6c559613b55e01073e8","Gregory","Pena","-89.6990645","-174.822033"
"77","pandersen@hotmail.com","scrypt:32768:8:1$cPlqJvn5cRsXewy7$838d271de2f0b825ce9d9113d1af4d850025059d86f1dafa3323d2bf349a2a92d02f4af59d5cd79dba339902119aae55edff31857be6a34e082ea9c235124ae4","Kimberly","Davis","39.2949825","74.622224"
"78","robertmartin@gmail.com","scrypt:32768:8:1$b5f87m2VBfoORCLj$1eddcfa752b9bb0bdbff821b95d4f412e980270cd53f628fc381f2775ec9ae25492013ca159d4e5cd5f4e801e214ac11f7d6a4371e2bf6332f555141997a6183","Michael","Gomez","-29.635595","-165.365198"
"79","rebecca65@hotmail.com","scrypt:32768:8:1$iUjFV33w0Krh09at$96a56de09dea4d85a2f4b172ea83176a88af625045965f81832659c38e9e6fe5e8312261ab39afee9bbc2137dd02d68aec946fa6937995f60123b48070b2f3af","Jennifer","Ellison","82.3022275","-118.738999"
"80","fullertheresa@gmail.com","scrypt:32768:8:1$1z2BpG2olOttBbfp$334b30759155d0cfaec39537e045e57a7e3ba7145dd56b2d7aed09d9b13dcdf15d7b07f5e075a7df32100fad240042dc711bb8f424f902243ab809f8fc026545","Shirley","Smith","41.7529875","-135.287931"
"81","malloryholmes@hotmail.com","scrypt:32768:8:1$2nqmEaIYCeo9M1eU$d7b08fe2c7a6ed59beb859695c85b42c41b2198b92acc82c2402ce93bbe14c67ab1fa30746de62d2905dc97a353d2739058c31afda3ed25b84ad358e7ea9c8d9","Timothy","Walsh","-89.433378","101.183746"
"82","jeffrey74@hotmail.com","scrypt:32768:8:1$ogQZszlkjf5HPrgb$82f97a8e8a06d89de09e30e9b26f767bed88de920d838d065776d329703f5cc4fe2b6175b7f80fc5f1f6bd4ac43ecd835c3816b697e3a149c4af1de5839c923f","Toni","Palmer","-45.5950265","-68.570888"
"83","kirsten49@hotmail.com","scrypt:32768:8:1$LT2AbIKjuUboMTNh$596a68152138438012d42cf633db608b82d8d37d79920295e0c1d1ef5623e87d3bbbb31180b67811c951e75738c6cbc0a194beed812fd69e07eb1f4a672ead2f","Steve","Barnett","-57.9029375","-76.496737"
"84","fchan@yahoo.com","scrypt:32768:8:1$r9GDZnTRhQNlNTWG$0196c665ce4e17911b4a684d72a4e238f2e3009990f16733689ec8b2f47acdb747815d43cdcae472eacaba2432f5d288596124d620b55494c5ee8b052e060457","Danielle","York","51.2940885","173.446299"
"85","owensalison@hotmail.com","scrypt:32768:8:1$l1gmO6fvXRFtx9tr$0958a57b21c60664ea54f5acabeee5f75a80e714399a740befd4f56214aa180aab06098a89c504111479d4b760dd5af40d6ff036cc1f560cbc5c90f120a19cc0","Casey","Robinson","-57.9345145","-59.731501"
"86","marcallen@gmail.com","scrypt:32768:8:1$3otvmFxUXcGudAco$0903ed64d88279023341721709d6ce2cf7f1749ed09f300db6b912d1092bfcc3cb67621075bdb3c8e4c3e1849ccbb7a0af61625ab2990c2907f59a852bf7a80c","Samantha","Thompson","79.3177455","-48.285527"
"87","dawnsmith@hotmail.com","scrypt:32768:8:1$vANCjr1u7LeaB73K$d0497808f262ba36f43d58175614ff01bcf79765d54727a8aad37c841a3954a6ea7cafed23860b7e880c463ab607446b4ffde3ff6a2cecf2080300eab059b3e7","Julie","Pollard","-26.5979035","166.896109"
"88","mbates@hotmail.com","scrypt:32768:8:1$X6OcNBLeTmKtOyRz$02f6e096db6d7e53c06f3dd2989fa9cc56ea9a5f01669c233450b96193f9f81e7d8df79b0ffbf61a059493e574c87c0250b78fa6f05b580c9908df76a3c989d4","Carl","Myers","-59.229953","123.487004"
"89","tony58@gmail.com","scrypt:32768:8:1$e28tMVNEXs2on7lB$d6eebd0276625f6aeec81d209e4e9f3ebd57f1f8fca8e688f35cf514db5f257f86f3b89252a2d3f36fd86ea987fe8896ada5fea2c2ee1a5d9a9252bc3823cb49","Kristina","Miller","5.9041075","-116.405289"
"90","mhowell@gmail.com","scrypt:32768:8:1$zhdNvJhBURYWzlNe$e9f666d217ad1012543f9279108f0639a0d7de0f66702ce95fab255f1a2085a8a427ba56556259d55d2630eecfe057267802d1884042620fe4dfbafcbc9c936e","Joe","Reeves","5.9697565","172.383106"
"91","vicki40@hotmail.com","scrypt:32768:8:1$5C5z7Rg1wpy6RByG$f152921d4b2da3325c30f5b45459498a405fb340f7db92e7b335db2b894a5d85f5f551631a1fba8b5921a12081371b465eac1ff17e22f206d8c6a0cd9e4adb97","Joshua","Khan","41.815606","-118.743302"
"92","twood@hotmail.com","scrypt:32768:8:1$KIP0R90UJOjpvoNy$82c84c71f190321c760901a4f82d22593a2fcd6d3b9196b651142e150b3b6041d8c4214f285b07156c262cba603826b0fd565188ebe88f6fff50b1f4d6d80ce5","Travis","Jacobs","81.290891","-167.558291"
